Site_ID,Date,Time,Latitude,Longitude,Air_temp,Cloud_perc,Wind_km.hr,Field_team,Secchi_m,Depth_m,Max_depth_m,DO_calibration_perc,Surface_temp,Surface_DO_sat,Surface_DO_mg.L,Surface_cond,Surface_sal_ppt,Surface_pH,Deep_temp,Deep_DO_sat,Deep_DO_mg.L,Deep_cond,Deep_sal_ppt,Deep_pH,TDS_mg.L,YSI_atm,Core_length_cm,Sediment_depth,Bottle1_temp_in,Bottle1_temp_out,Bottle2_temp_in,Bottle2_temp_out,Tows,Floating_chamber,Chl_total,Chla,Surface_NH3_mg.N.L,Surface_SRP_mg.P.L,Surface_Nitrate_Nitrite_ug.N.L,Surface_TP_mg.P.L,Surface_TN_ug.N.L,Surface_DIC_mg.L,Surface_DIC_uM,Surface_DOC_mg.L,Surface_DOC_uM,Surface_DIN_ug.N.L,Surface_NP_ratio,Surface_TN_TP,Deep_NH3_mg.N.L,Deep_SRP_mg.P.L,Deep_Nitrate_Nitrite_ug.N.L,Deep_TP_mg.P.L,Deep_TN_ug.N.L,Deep_DIC_mg.L,Deep_DIC_uM,Deep_DOC_mg.L,Deep_DOC_uM,SO4_mg.L,Alk_mg.L,Chloride_mg.L,MC_ug.L,pCO2,CO2_uM,CO2_uM_error,pCH4,CH4_uM,CH4_uM_error,pN2O,N2O_nM,N2O_nM_error,d15N_bulk,d13C_bulk,mgN_bulk,mgC_bulk,PercentN_bulk,PercentC_bulk,Sediment_C_N,d15N_org,d13C_org,mgN_org,mgC_org,PercentN_org,PercentC_org,Sediment_C_N_org,d15N_bulk_POM,d13C_bulk_POM,ugN_bulk_POM,ugC_bulk_POM,PercentN_bulk_POM,PercentC_bulk_POM,C_N_POM,d2H,d18O,EtoI,Regime,Water_source,Residence_time,Water_class,d_excess,delI18O,delI2H,Inflow,Land_use,Age_years,B_F_max,B_F_min,Rn_dpm.L,Elevation_m,Area_m2,Perimeter_m,Volume_m3,SI,General_comments
62C,2017-08-01,11:34:00,50.31712,-106.50479,17.3,100,0,"L, C",0.64,1.1,1,95.7,20.5,38.1,3.18,1108,0.6,8.58,20.5,36.4,3.04,1107,0.6,8.58,594.89,706.3,NA,37,21.4,21.2,NA,NA,2,N,3.6020681000000003,3.5316949,0.48,0.17,402.68,0.25,4430,121.982,10156.70275,38.518,3207.160699,882.6800000000001,26.05882353,17.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.89,595.93,NA,0.02,1085.277399,38.75605839,0.855075963,2285.620596,3.241006432,0.0030221,1.150167321,30.20665987,21.30590103,8.141253307,-15.26587212,25.13396363,422.7037016,0.619673659,10.4216889,19.62103256,7.218580632,-26.92890323,51.33477833,430.9568208,1.245989765,10.46011701,9.794197502,2.49,-19.53,25.36,240.18,0.42,4,11.05,-97.2,-10.64,0.178396986,open,rain,0.170094528,NA,-12.08,-13.88997295,-107.6483906,173.3745779,Pasture-livestock,NA,0,0,NA,689,880,125,926.618,1.188676686,Raining
61A,2017-08-01,09:51:00,50.23982,-106.12133,20.1,100,3.5,"J, JW",0.84,2.1,2,90.6,21.8,60,5.27,1408,0.77,9.48,21.1,55.8,5.05,1410,0.77,9.51,765.3,708.7,NA,50,20.5,20,NA,NA,2,N,4.6838686755,3.245698086,0.12,0.04,6.29,0.07,3630,31.514,2623.980017,44.38,3695.253955,126.29,90.75,51.85714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.25,NA,0.02,98.15523293,3.385566589,0.231281738,826.7403037,1.145407602,0.170184484,0.20763187,5.256385243,0.771601378,NA,-16.26202644,9.613966809,137.5244569,0.227981191,3.261191769,16.68876156,6.465009298,-25.94942805,9.969307616,84.79704317,0.215319819,1.831469615,9.923445791,5.95,-24.88,31.75,180.32,0.53,3.01,6.63,-77.4,-6,0.519275504,restricted,rain,0.714386985,Livestock,-29.4,-12.46264231,-96.60085145,628.9122454,Pasture-livestock,NA,0.002616852,0,NA,700.6,1100,151,1666.203,1.284327177,"Cow access, green macrophytes at entrance. Clearly lower than usual. Pasture"
61B,2017-08-01,13:46:00,50.23964,-105.99758,16.1,100,4.8,"J, JW",1.92,1.92,2,91.8,21.2,44,3.79,4886,2.85,7.48,21.2,35.6,3.12,4901,2.86,7.47,2761.02,708.6,NA,35,20.4,19.7,NA,NA,2,N,6.17151238,2.38577762,0.22,0.03,10.01,0.02,1880,23.564,1962.03164,24.782,2063.447127,230.01,62.66666667,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,3685.07,164.94,NA,0.02,2391.115528,83.0865042,1.045872328,384.7743095,0.532355796,7.09693e-4,0.573469569,14.59775427,9.3444426880000009,6.703210072,-14.13058522,20.36868618,373.0205818,0.408517573,7.481359442,21.36567253,7.017301138,-24.28973109,18.25086112,168.2078661,0.341137591,3.144072264,10.75250692,2.91,-24.27,25.18,181.39,0.42,3.02,8.4,-76.4,-5.52,0.602446089,restricted,rain,0.811002279,Livestock,-32.24,-12.63300157,-97.91943217,1006.49829,Pasture-livestock,NA,0,0,NA,715.3,1520,172,2249.048064,1.244519543,"Direct cow access. moss on perimeter, large long dugout, small eckman sample - took sediment from shore"
61C,2017-08-01,11:50:00,50.25328,-106.07295,17,100,0,"J, JW",0.25,2.6,2.5,85.9,20.4,44.9,4,756,0.41,8.25,19.3,1,0.09,767,0.42,7.51,395.3,706,NA,43,20,20.3,NA,NA,2,N,63.5618747,59.8352718,0.05,0.03,9.11,0.05,2480,58.694,4887.094088,28.824,2400,59.11,82.66666667,49.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.07,NA,0.02,1496.094126,53.60652333,0.216631846,326.4572164,0.464195119,0.013964755,0.218063755,5.748481068,0.021784131,4.200331747,-23.05573262,24.26961812,238.2076036,0.506249856,4.968869494,11.45089591,4.015701454,-28.60769845,22.79383916,188.0077918,0.448697621,3.700940784,9.622881966,NA,NA,NA,NA,NA,NA,NA,-85.1,-7.33,0.443527145,restricted,rain,0.760972008,Livestock,-26.46,-13.56889216,-105.1632253,317.0915012,Pasture-livestock,NA,0.004425782,0,NA,725,650,110,1226.628,1.217113487,"Direct cow access. Saw farmer on quad - confirmed Saskpastures. Raining, no wind. No visible veg. Pasture - different from original 61C"
56A,2017-08-02,10:00:00,49.98368,-105.28633,15.1,90,14.8,"J, L",0.88,2.7,3,94.3,20.8,76.4,6.84,7805,4.73,8.4,16.5,13.7,1.31,7488,5.03,7.61,4463.82,707.3,8,61,20,19.9,NA,NA,2,N,3.77483142,3.49429128,0.06,0.05,4.19,0.08,3060,90.156,7506.74438,37.727,3141.298918,64.19,61.2,38.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,5343.49,437.75,NA,0.02,857.6083935,29.82826088,0.514661628,304.2489923,0.41855682,2.92232e-4,0.158843092,4.039504861,0.029511964,9.223032115,-20.55017936,15.56529166,196.7778957,0.288888115,3.652150997,14.74911082,8.599618171,-28.45457968,12.14009318,107.3158048,0.245750874,2.172384713,10.31308166,NA,NA,NA,NA,NA,NA,NA,-80.5,-7.28,0.350042236,open,rain,0.654042207,NA,-22.26,-12.22367051,-94.75120977,310.7374109,Grassland,8,0.015781594,0,NA,708.7,800,136,1658.664,1.356403753,Very  steep banks. rained last night
56B,2017-08-02,11:58:00,49.98273,-105.30243,16.7,20,20.5,"J, L",0.41,2.4,2.5,96.2,20.6,50.4,4.42,6506,3.91,8.43,20.6,46.6,4.1,6501,3.91,8.43,3702.98,708.1,24.5,53,19.9,20.2,NA,NA,1,N,50.80876583,46.78629513,0.06,0.06,4.44,0.11,3540,74.764,6225.145712,45.26,3768.526228,64.44,59,32.18181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,3300.01,353.84,NA,0.02,1197.391056,42.09356626,0.140649212,61.47219688,0.085433535,2.8857e-4,0.247365271,6.366873922,0.031707059,6.212469138,-20.76697191,19.61119592,270.3087051,0.472672835,6.515032661,16.0806183,6.81924666,-29.46607608,38.70857219,332.8153966,0.639811111,5.501080936,10.03097266,9.16,-27.47,23.8,207.46,0.4,3.46,10.17,-76.3,-6.9,0.327315036,open,rain,0.632398294,Pump,-21.1,-11.37105938,-88.15199961,5047.554276,Grassland,7,4.18853e-4,0,NA,701,13900,606,29794.752,1.449974258,Solar panels for aeration or pump. More like a slough than dugout. Easy acces
66A,2017-08-02,10:31:00,50.12525,-103.86236,17.8,75,6,"C,  Jw",NA,1.7,2,97.8,19.6,112.4,9.56,3208,1.89,9.19,19.5,86.7,7.4,3204,1.89,9.11,1793.58,713.2,NA,25,20.7,21,NA,NA,3,Y,33.560054975,29.9486789,0.05,0.00566,1.21,0.02,2490,76.461,6366.444629,33.523,2791.257286,51.21,439.9293286,124.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,850.34,439.63,NA,0.02,165.6379014,6.095143982,NA,440.7555335,0.637473871,NA,0.605831222,16.38862642,NA,4.122355868,-17.0242141,14.54481729,206.6396579,0.328103255,4.661395397,16.57494874,4.476983257,-28.17316704,20.90166941,164.1472476,0.430962256,3.384479332,9.162192668,3.55,-20.16,45.14,320.01,0.75,5.33,8.27,-77.9,-6.345,0.491884162,restricted,rain,0.400670807,Pump,-27.14,-12.14827467,-94.16764596,505.5016556,Grassland,10,7.94213e-4,0,NA,605,980,135,837.114,1.216510323,pumping from dugout. Rained 1 inch day before. 10 yrs old. never treated no animal access. Flushes out every spring. Upstream pasture and farmland several miles away.
66B,2017-08-02,12:56:00,50.13197,-103.84161,18.9,50,3.2,"JW, C",0.58,3.2,3,100,19.9,90.4,7.59,3332,1.75,9.2,14.3,1.7,0.16,4013,2.16,8.52,1864.78,713.5,NA,64,20.2,20.5,NA,NA,3,N,35.9220229,33.67624104,0.07,0.01,3.11,0.03,2460,51.026,4248.626145,34.763,2894.50458,73.11,246,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,1441.6,299.82,NA,0.02,156.1862225,5.703140815,NA,604.3500616,0.869916679,0.011413909,0.22394466,6.009959676,NA,3.931258011,-17.74396787,16.03336369,209.140928,0.263446659,3.436426684,15.21812603,4.748433715,-25.30628521,10.63635426,96.77003649,0.228738801,2.081076054,10.61438658,1.56,-20.28,62.94,433.94,1.05,7.23,8.04,-80.9,-8.82,0.15464368,open,rain,0.380650345,Livestock,-10.34,-11.16435156,-86.55208105,207.1784253,Pasture-livestock,30,0.008554276,0,NA,605,1280,160,3297.664,1.261566261,"Direct cattle access, native prairie (never ploughed). 30 yrs. Evidence of spring near dugout"
66C,2017-08-02,14:08:00,50.13321,-103.85594,20.8,60,4.9,"C, JW",0.82,2.6,2.5,103.1,20.6,101.2,8.56,584,0.28,8.68,16,1,0.09,719,0.35,6.75,302.9,713.5,NA,46,21.6,21.2,NA,NA,3,N,32.095308,25.94867013,0.04,0.01,2.18,0.01,1140,40.324,3357.535387,16.296,1356.869276,42.18,114,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.46,160.48,NA,0.02,279.083271,10.05362389,0.8912711,656.9471103,0.941048294,0.082701211,0.245443843,6.504361659,0.357770608,NA,-15.6597421,9.912857548,134.4828038,0.234790562,3.185286684,15.82758591,4.837131332,-27.63448849,12.76096418,92.79437205,0.255730745,1.859606654,8.483692863,3.18,-29.03,31.69,212.6,0.53,3.54,7.83,-89.6,-8.15,0.417398668,restricted,rain,0.818321631,NA,-24.4,-14.09916724,-109.2675545,835.2301,Grassland,22,0.012116975,0,NA,607,1910,192,3923.088,1.239309027,22 yrs
27A,2017-08-04,12:04:00,49.0409,-103.5006,27.8,30,1.4,NA,0.33,1,1,88.3,18.7,20,1.6,246,0.13,6.95,17.2,0.5,0.05,247,0.14,6.76,125.75,707.3,NA,77,17.4,18.8,NA,NA,1,N,115.0964776,103.4000554,0.04,0.25,320.9,0.34,1560,29.94,2492.922565,15.384,1280.932556,360.9,6.24,4.588235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,1038.19,109.74,NA,0.02,8629.864173,326.125594,0.836669611,14335.95536,21.18031153,0.377182823,0.126382135,3.523643375,0.02772383,6.206254526,-27.2270337,15.97526538,139.273564,0.357788698,3.119228758,10.17108767,6.468466297,-27.87183544,15.94280816,140.4919629,0.381406894,3.361051744,10.2809548,4.85,-41.7,56.21,287.51,0.94,4.79,5.97,-110.2,-11.32,0.301949336,open,intermediate,0.271703759,NA,-19.64,-17.03828453,-132.0163223,382.0371064,Domestic,55,0.003673615,0.001755229,NA,595,1170,155,1138.5,1.27830308,Covered in duckwed. built 1962. manmade floating island for plants on dugout
27B,2017-08-04,12:30:00,49.0414,-103.50101,27.5,30,4.5,NA,0.43,3.2,3,88.5,23.4,178.1,13.73,220.4,0.11,9.52,13,0.6,0.05,442.7,0.28,6.43,112.47,707.2,NA,43,22.2,22.3,NA,NA,2,N,55.82879428,54.28575592,0.04,0.06,49.59,0.08,1070,20.491,1706.161532,12.515,1042.048293,89.59,17.83333333,13.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.9,NA,0.02,111.7364801,3.687992686,0.683816096,1985.515518,2.673617292,0.054300191,0.0698485,1.690053303,NA,4.684143768,-25.81484985,36.01630614,295.8484645,0.708703387,5.821496743,9.583340961,4.212494137,-28.12558815,33.82491551,286.0833423,0.713605812,6.03551355,9.867397872,1.32,-20.23,39.86,253.85,0.66,4.23,7.43,-95.3,-9.05,0.365892867,open,rain,0.917905826,NA,-22.9,-14.92774012,-115.6807086,969.4408723,Domestic,33,0.012854901,0.001720293,NA,596,2450,237,6646.784,1.350704578,Built 1984
27C,2017-08-04,11:00:00,49.04037,-103.49865,26.1,30,2.2,"D, L",0.29,1.3,1.5,88.3,18,12.7,1.32,234.6,0.13,7.05,15.6,0.5,0.05,438.8,0.26,6.47,119.83,707.7,NA,52,17.5,19.3,NA,NA,1,N,149.9135925,125.8164556,0.06,0.13,16.32,0.16,1080,29.402,2448.126561,14.47,1204.829309,76.32,8.307692308,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.64,NA,0.331559639,8224.058156,317.5715032,1.062514478,2658.626658,3.988282728,0.007019205,0.202049398,5.762209498,2.162310595,7.784757433,-26.35361917,24.71960715,190.3851087,0.535288158,4.122674507,8.985416266,6.47452981,-28.36974828,26.35096887,216.0145388,0.564260575,4.625578988,9.563859421,1.66,-39.37,66.54,360.48,1.11,6.01,6.32,-112.3,-11.65,0.292308924,open,intermediate,0.323502622,Pumped,-19.1,-17.30767627,-134.1014143,483.6122538,Domestic,107,0.006643826,3.55414e-4,NA,596.3,1530,174,1831.011,1.254869607,Dug in 1910. Covered in duckweed. minnows in lake. Water pumped for trees and garden
45A,2017-08-03,16:54:00,49.83189,-101.7569,22.1,30,3.1,"L, D",0.2,0.9,1,102.5,24.5,231.9,17.7,1555,0.78,9.48,16.9,127.4,11.32,1307,0.78,9.07,848.9,710.8,NA,43,24.7,17.7,NA,NA,3,N,203.83405090000002,176.09805,0.25,0.3,13.12,0.11,3240,30.593,2547.293922,38.024,3166.02831,263.12,10.8,29.45454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,925.73,148.62,NA,0.02,119.967702,3.854575417,0.685722963,2872.966151,3.799560027,0.024898162,0.241845411,5.68345948,0.315336339,6.451960124,-21.8059997,19.49129281,228.7689533,0.419799544,4.927179696,13.69314569,6.772842053,-26.2984054,21.45216792,200.579454,0.409392518,3.827852175,10.90842491,NA,NA,NA,NA,NA,NA,NA,-76.8,-6.5,0.478508424,restricted,rain,0.431375047,NA,-24.8,-11.36831217,-88.13073622,411.1098806,Pasture-livestock,NA,0.027628605,0.004225679,NA,601,930,140,774.522,1.295035368,Switch A and D
45D,2017-08-03,14:03:00,49.80242,-101.74679,23.4,15,1.4,"L, D",0.17,2.4,2.5,96.2,23.9,57.3,4,2127,1.11,8.1,14.6,0.2,0.02,1744,1.12,7.21,1174.85,711.7,NA,76,20.6,20.6,NA,NA,1,N,16.023633025,9.899336665,0.12,0.05,19.27,0.4,4100,59.187,4928.143214,45.428,3782.514571,139.27,82,10.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1186.01,264.94,NA,0.02,1640.090026,53.48875,0.777776035,2617.393144,3.492701304,0.048003744,0.153777661,3.669299298,1.118139551,5.001960819,-18.6554662,15.47243834,243.5623452,0.275751886,4.34080102,18.3653063,4.779157122,-27.44126816,15.99647779,174.906971,0.277716628,3.036579358,12.75644148,3.08,-31.18,22.45,150.85,0.37,2.51,7.84,-64.9,-5.55,0.361813046,open,rain,0.560621627,NA,-20.5,-8.699061013,-67.47073224,140.5969438,Pasture-livestock,NA,0.021312388,0.002125985,NA,600,420,84,602.112,1.156244577,Slough like. Switch site A and D on map
45B,2017-08-03,15:47:00,49.79956,-101.76376,27,10,7.5,"L, D",0.1,2.9,3,114.8,24.5,222.8,17.28,324.9,0.16,9.58,12.2,0.5,0.05,395.3,0.26,6.48,166.87,711,NA,42,17.7,19.4,NA,NA,3,N,131.6435919,114.4191501,0.08,0.02,18.25,0.04,1560,33.04,2751.040799,19.384,1613.988343,98.25,78,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.38,NA,0.02,138.147079,4.446648375,0.5381607,7047.419825,9.346489884,0.098909749,0.172606959,4.066999456,0.057806014,4.10142325,-19.6060544,17.51637876,200.8083079,0.352655099,4.042848961,13.37470275,4.076493573,-27.513999599999998,17.6829145,152.2441635,0.373845972,3.218692674,10.04462193,0.82,-28.27,78.47,438.34,1.31,7.31,6.52,-79.2,-7.18,0.390187992,open,rain,0.60814128,NA,-21.76,-11.5884367,-89.83450004,195.1726888,Pasture-livestock,NA,0.026892893,0.001390998,NA,603,540,98,779.607,1.189663847,Fish in dugout. Caught in horizontal tow
45C,2017-08-03,15:15:00,49.80365,-101.76676,26.6,5,3.1,"L, D",1.025,1.025,NA,102.5,29.5,135.6,9.58,176.7,0.81,9.24,NA,NA,NA,NA,NA,NA,89.88,711,NA,48,29.7,28.6,NA,NA,0,N,9.6119326985,14.93744747,0.25,0.19,17.15,0.3,4750,34.272,2853.621982,53.838,4482.764363,267.15,25,15.83333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,898.62,179.28,NA,0.02,89.23513536,2.512848482,0.201005598,1310.758867,1.589643912,0.042983968,0.225265206,4.613220171,0.040505953,1.380590422,-30.86262481,115.476229,1354.022022,2.276290736,26.6907554,13.67980555,1.174447097,-31.97615078,131.3235596,1486.150441,2.770539232,31.35338484,13.20282657,2.1100000000000003,-30.275,36.855000000000004,296.105,0.615,4.935,9.379999999999999,-87.2,-7.66,0.506493182,restricted,rain,0.476046828,NA,-25.92,-13.76539142,-106.6841296,433.4647242,Pasture-livestock,NA,NA,NA,NA,604,800,111,785.44660940000006,1.107064828,Almost dried up. Samples taken near shore
15B,2017-08-03,14:15:00,49.52981,-101.911,23,5,2.1,"J, C",0.45,3.5,3.5,77.6,22.8,126.1,10.7,1102,0.57,9.24,13.8,0.6,0.06,1000,0.64,7.21,591.48,714.7,33,29,21.6,23.8,NA,NA,3,Y,43.00560833,42.8440775,0.03,0.02,12.69,0.01,1260,31.964,2661.448793,16.928,1409.49209,42.69,63,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.13,141.52,NA,0.02,88.30104312,2.9887864,0.383612994,283.1300743,0.388563917,2.61737e-4,0.232778013,5.77681279,0.133608145,4.885818574,-14.91976164,18.6491802,269.0893484,0.377972846,5.453776823,16.83385381,4.235820295,-26.87034482,20.39079011,168.2713867,0.466608469,3.850603814,9.627710193,0.52,-29.15,93.66,544.86,1.56,9.08,6.79,-85.3,-8.88,0.223564871,open,rain,0.661245778,Isolated,-14.26,-12.08258887,-93.65923789,465.678953,Grassland,NA,0.010878187,4.61001e-4,NA,597,2190,208,1100.625,1.253823327,"Surrounded by grass. in pasture, but no livestock nearby. lots of macrophytes"
15A,2017-08-03,11:41:00,49.57961,-101.89367,28.6,0,2.5,"J, C",0.99,5.1,5,97.2,21.9,88,7.85,1594,0.87,9.05,6.4,0,0.01,1590,1.27,7.2,871.09,714.4,20,39,22.9,23.5,NA,NA,3,Y,31.854529175,28.53091014,0.05,0.08,4.38,0.11,1700,52.556,4376.019983,22.037,1834.887594,54.38,21.25,15.45454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.22,253.96,NA,0.02,179.2896484,6.214856839,0.063426694,569.8533977,0.794091751,0.030008656,0.286164738,7.276804118,1.516757605,4.075846766,-21.46667635,28.29902352,338.8657271,0.639959826,7.663177909,13.97021166,5.077607618,-30.58856219,42.34411486,328.6915771,0.871278083,6.763201175,9.056122862,2.58,-25.05,65.43,395.39,1.09,6.59,7.05,-82.2,-8.03,0.295238604,open,rain,1.001229503,Pump,-17.96,-11.85734909,-91.91588192,419.6375797,Domestic,NA,0.011334914,9.51715e-4,NA,617,1500,172,4820.163,1.252788867,"Right by house, sourrounded by cattails. macrophytes by shore, lots. little fish (mirrows?). two things floating in centre - for birds of something submerged? Salinity really jumps in YSI"
67A,2017-08-04,11:06:00,50.27662,-103.71397,23.4,100,2.2,"J, C",0.23,1.2,1,98.7,21.4,96.5,8.46,1680,0.91,8.17,18.7,0.7,0.06,1575,0.91,7.6,920.04,705.9,NA,78,19.7,20.5,NA,NA,2,N,160.11821105,152.5333878,3.6,5.4,169.44,6.48,9280,65.975,5493.338884,53.317,4439.383847,3769.44,1.718518519,1.432098765,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.5,251.98,NA,0.02,5174.578735,179.7670904,0.986154818,1097.722469,1.526112828,0.004669903,0.472858635,12.05681064,0.202078748,8.895211688,-25.72228995,35.04880216,355.9282944,0.664306334,6.746176921,11.84775659,8.182115399,-28.50381616,33.66812447,312.2926365,0.70141926,6.506096594,10.82155347,1.54,-38.88,107.54,566.38,1.79,9.44,6.14,-90.9,-9.025,0.299279041,open,rain,0.299302147,Livestock,-18.7,-13.5666287,-105.1457061,141.4594786,Crop,>30,0.008274593,0.001554802,NA,659,460,94,472.704,1.236357324,oily resin on top of dugout in some spots. very rocky. situated in canola field. cattle used in fall. >30 yrs old
67B,2017-08-04,11:55:00,50.2821,-103.71067,21.8,100,2.6,"J, C",0.195,2.1,2,93.1,22.3,240.5,20.93,1110,0.59,9.01,15,1.6,0.18,1080,0.68,6.96,596.02,705.7,13,40,20.4,20.7,NA,NA,2,N,327.69359840000004,265.7081436,0.53,1.48,155.25,0.86,4120,55.516,4622.481266,35.02,2915.903414,685.25,2.783783784,4.790697674,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.77,246.44,NA,0.02,725.300404,24.60843006,0.348923036,11570.47188,15.85081306,0.071325476,0.265334671,6.597349643,0.012298347,9.593353557,-12.19610777,10.84142796,165.8364812,0.240226633,3.674639513,17.84597891,8.620510281,-26.64339078,13.00385545,113.5158811,0.259557993,2.26578605,10.18430227,13.95,-30.41,65.84,335.63,1.1,5.59,5.95,-89.5,-8.41,0.374404401,open,rain,0.571444721,"Pump, Livestock",-22.22,-13.76117267,-106.6514765,219.1311041,Crop,5 to 6,0.011739358,0.001188185,NA,658,570,117,893.298,1.382431121,Bluestone and some sort of aquatic blue powder used to reduce algae. 5-6 yrs old. Pump in dugout - used for crops/equipment. cattle use dugout in fall. Dugout was green from the dye.
22B,2017-08-08,12:28:00,51.14319,-105.65466,18.5,100,0,"J, C",0.49,1.5,1.5,89.5,18.8,54.5,4.41,1647,0.95,7.62,17.3,1,0.1,1593,0.96,7.41,901.26,709.7,NA,49,18.8,18.5,NA,NA,1,N,27.37178253,26.71656785,0.64,0.27,99.6,0.35,3020,63.169,5259.70025,27.279,2271.357202,739.6,11.18518519,8.628571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,823.61,269.48,NA,0.02,4303.94699,162.1230773,2.786967508,1680.190385,2.473528218,0.058174864,0.63277712,17.56029203,12.63601096,5.990118225,-21.98025172,19.55166417,233.038145,0.392131251,4.673849679,13.90561097,6.427934317,-29.33471713,18.75111084,161.4015195,0.42616161,3.668216352,10.04216627,4.24,-35.97,34.11,200.91,0.57,3.35,6.87,-81.8,-6.495,0.593064553,restricted,rain,0.702428983,Pump,-29.84,-13.28821391,-102.9907757,254.9955199,Crop,NA,0.003218446,0.003007636,NA,588.7,430,88,509.25,1.197136059,Low water levels. lots of duckweed on top. in a field (wheat growing). pump in dugout.
68A,2017-08-08,09:30:00,50.63367,-104.68465,19.8,100,0,"J, C",0.15,0.8,1,121.4,19.2,42.9,3.58,230.2,0.12,9.1,19.2,40.5,3.5,230.4,0.12,9.09,117.55,709.8,11,35,19.8,20,NA,NA,1,N,398.91204300000004,384.0006133,0.02,0.1,536.54,NA,NA,30.99,2580.349709,29.272,2437.302248,556.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,108.09,NA,0.02,106.1146708,3.967019312,0.594093363,12598.47411,18.5002604,0.218628563,0.323447926,8.910311867,4.348428312,1.214448068,-23.57577841,28.0510196,306.0804418,0.674303356,7.357702928,12.73015576,1.818397155,-29.42838723,36.49358036,344.8087242,0.738736445,6.979933688,11.02322219,-0.6849999999999999,-18.39,57.125,281.525,0.95,4.695,5.755,-62.1,-1.85,1.578506766,closed,rain,1.200360968,Isolated,-47.3,-10.99572295,-85.24689562,974.3206563,Domestic,NA,9.74368e-4,9.74368e-4,NA,585,590,112,469.376,1.300729784,no direct livestock access. very low water levels. tree on one shore.
32A,2017-08-09,11:00:00,50.43921,-103.67125,16.2,100,2.4,"J, C",0.43,2.4,2.5,89.9,19.1,45.7,4.2,2982,1.77,9.04,13.1,0.4,0.04,2861,1.96,7.3,1663.93,711.3,NA,25,18.1,17.7,NA,NA,3,N,126.54183798,106.270756,0.1,0.03,25.31,0.07,3030,57.708,4804.995837,35.032,2916.902581,125.31,101,43.28571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,1472.98,292.81,NA,0.02,204.5400774,7.57384298,0.772014234,1196.12075,1.729506187,0.074122814,0.234507865,6.430150989,0.732042952,6.1414242,-21.89208044,24.39487982,256.9194565,0.543557928,5.724586821,12.28697859,7.140651193,-26.84578615,24.32421317,220.2377578,0.549079304,4.971506947,10.56330369,0.94,-25.04,80.18,409.73,1.34,6.83,5.96,-65.4,-4.615,0.566841259,restricted,rain,1.008147134,Livestock,-28.48,-9.451943803,-73.29804504,291.6448119,Pasture-livestock,NA,0.013369213,0,NA,608,510,97,915.072,1.211662632,Direct cattle access. in pasture. Some cattails
32B,2017-08-09,11:51:00,50.44337,-103.65922,15.7,100,2.3,"J, C",1.21,2,2,98.2,19.8,17.6,1.61,2152,1.23,8.27,19.9,16.1,1.45,2161,1.23,8.27,1189.12,710.4,14,59,18.6,18.5,NA,NA,2,N,9.24036691,5.16767144,0.41,2.4,580.97,2.44,3980,99.102,8251.623647,33.854,2818.817652,990.97,1.658333333,1.631147541,NA,NA,NA,NA,NA,NA,NA,NA,NA,977.73,423.09,NA,0.02,2154.412445,78.64316849,0.040755957,4747.611025,6.828045639,0.04296208,0.905507385,24.34514863,1.392582777,7.35753951,-29.50611865,60.449825679999996,624.2619617,1.159152937,11.97050742,12.04810128,7.044674086,-30.98186986,73.44716917,729.8088378,1.295364536,12.87140807,11.59259988,1.59,-32.33,27.82,191.95,0.46,3.2,8.05,-81,-6.72,0.518000044,restricted,rain,0.521947916,Pump,-27.24,-12.7175622,-98.57393143,595.3069936,Grassland,NA,4.04405e-4,0,NA,624,1140,141,1158,1.17804466,Lots of grass surrounding dugout. easy access. cattails present. no direct livestock access. hose going into dugout. some macrophytes at ends. No longer used for livestock
